Heat: 750.0000 | Time: 2.8330 | MPISize: 1
         3002677 function calls (2769372 primitive calls) in 7.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.013    0.013 containers.py:1(<module>)
        2    0.000    0.000    0.013    0.007 analysis.py:3(<module>)
      735    0.002    0.000    0.013    0.000 instructions.py:514(descr)
        1    0.000    0.000    0.013    0.013 _pickle.py:1(<module>)
        1    0.000    0.000    0.013    0.013 cgutils.py:3(<module>)
      517    0.011    0.000    0.013    0.000 sre_compile.py:276(_optimize_charset)
        9    0.000    0.000    0.013    0.001 typeconv.py:106(safe_unsafe)
      678    0.001    0.000    0.013    0.000 functions.py:295(<listcomp>)
     2370    0.002    0.000    0.013    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.013    0.013 subprocess.py:42(<module>)
        1    0.000    0.000    0.012    0.012 wrappers.py:410(<listcomp>)
        7    0.000    0.000    0.012    0.002 wrappers.py:660(get_array_at_offset)
      334    0.000    0.000    0.012    0.000 templates.py:1153(decorator)
        7    0.000    0.000    0.012    0.002 wrappers.py:698(load)
        1    0.000    0.000    0.012    0.012 parser.py:5(<module>)
     1385    0.001    0.000    0.012    0.000 functions.py:229(_unlit_non_poison)
      334    0.001    0.000    0.012    0.000 templates.py:1131(decorate)
        1    0.000    0.000    0.012    0.012 specifiers.py:4(<module>)
        1    0.000    0.000    0.012    0.012 feedparser.py:20(<module>)
        2    0.000    0.000    0.012    0.006 interpreter.py:103(interpret)
        2    0.000    0.000    0.012    0.006 shape_base.py:1(<module>)
       96    0.000    0.000    0.012    0.000 cgutils.py:124(_make_refs)
        6    0.000    0.000    0.011    0.002 parfor.py:4121(remove_dead_parfor_recursive)
      101    0.000    0.000    0.011    0.000 context.py:214(incref)
       80    0.000    0.000    0.011    0.000 lowering.py:1319(incref)
        9    0.000    0.000    0.011    0.001 pythonapi.py:1373(to_native_value)
    40/28    0.006    0.000    0.011    0.000 ir_utils.py:1109(get_call_table)
10412/10053    0.008    0.000    0.011    0.000 abstract.py:121(__eq__)
   124415    0.011    0.000    0.011    0.000 {built-in method builtins.id}
      503    0.001    0.000    0.011    0.000 base.py:46(find)
        9    0.000    0.000    0.011    0.001 boxing.py:433(unbox_array)
        2    0.000    0.000    0.011    0.005 untyped_passes.py:192(run_pass)
     1108    0.002    0.000    0.011    0.000 instructions.py:414(__init__)
     1030    0.005    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        1    0.000    0.000    0.011    0.011 blas.py:202(<module>)
       71    0.004    0.000    0.011    0.000 __init__.py:316(namedtuple)
        1    0.000    0.000    0.011    0.011 pyparsing.py:5399(pyparsing_common)
      893    0.002    0.000    0.011    0.000 __init__.py:1478(_validate_resource_path)
        1    0.000    0.000    0.010    0.010 lowering.py:1(<module>)
    15604    0.007    0.000    0.010    0.000 copy.py:253(_keep_alive)
    13746    0.005    0.000    0.010    0.000 sre_parse.py:254(get)
        2    0.000    0.000    0.010    0.005 untyped_passes.py:225(run_pass)
       22    0.000    0.000    0.010    0.000 nrtopt.py:47(_process_function)
      798    0.005    0.000    0.010    0.000 __init__.py:670(add)
  723/481    0.004    0.000    0.010    0.000 array_analysis.py:805(_get_or_set_rel)
       12    0.000    0.000    0.010    0.001 ir_utils.py:285(replace_var_names)
      955    0.002    0.000    0.010    0.000 instructions.py:393(__init__)
        1    0.000    0.000    0.010    0.010 parallel.py:381(select_known_backend)
        1    0.000    0.000    0.010    0.010 specifiers.py:333(Specifier)
        1    0.000    0.000    0.010    0.010 __init__.py:45(<module>)
       11    0.000    0.000    0.010    0.001 ir_utils.py:275(get_name_var_table)
       26    0.000    0.000    0.010    0.000 postproc.py:51(deadmaps)
2337/2007    0.002    0.000    0.010    0.000 misc.py:47(unliteral)
      214    0.000    0.000    0.010    0.000 array_analysis.py:1236(_define)
      244    0.002    0.000    0.010    0.000 analysis.py:235(compute_cfg_from_blocks)
        1    0.000    0.000    0.010    0.010 typedlist.py:10(<module>)
       10    0.000    0.000    0.010    0.001 typeinfer.py:455(__call__)
        3    0.000    0.000    0.010    0.003 config.py:80(update)
   146/44    0.007    0.000    0.010    0.000 ir_utils.py:1464(build_definitions)
        1    0.000    0.000    0.009    0.009 interpreter.py:1(<module>)
    44450    0.009    0.000    0.009    0.000 {method 'startswith' of 'str' objects}
       17    0.000    0.000    0.009    0.001 parfor.py:3602(parfor_defs)
       36    0.000    0.000    0.009    0.000 typeinfer.py:558(__call__)
      196    0.000    0.000    0.009    0.000 inspect.py:3081(signature)
        2    0.000    0.000    0.009    0.005 typed_passes.py:414(run_pass)
        9    0.000    0.000    0.009    0.001 ir_utils.py:1394(restore_copy_var_names)
       18    0.000    0.000    0.009    0.001 array_analysis.py:784(clone)
        1    0.000    0.000    0.009    0.009 _policybase.py:4(<module>)
     3083    0.005    0.000    0.009    0.000 values.py:120(__init__)
     5603    0.005    0.000    0.009    0.000 values.py:239(_get_reference)
      218    0.001    0.000    0.009    0.000 module.py:45(add_metadata)
     1337    0.008    0.000    0.009    0.000 functions.py:244(__init__)
       16    0.000    0.000    0.009    0.001 cgutils.py:659(get_item_pointer)
      196    0.000    0.000    0.009    0.000 inspect.py:2829(from_callable)
       78    0.000    0.000    0.009    0.000 templates.py:466(apply)
       83    0.000    0.000    0.009    0.000 templates.py:266(_select)
      599    0.003    0.000    0.009    0.000 ir_utils.py:1489(find_callname)
     1108    0.003    0.000    0.009    0.000 instructions.py:418(descr)
     1082    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:403(cached)
      134    0.001    0.000    0.009    0.000 instructions.py:176(set_weights)
        6    0.000    0.000    0.009    0.001 arrayobj.py:390(make_view)
      196    0.001    0.000    0.009    0.000 inspect.py:2198(_signature_from_callable)
1710/1264    0.003    0.000    0.009    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.009    0.009 npydecl.py:1(<module>)
        5    0.000    0.000    0.009    0.002 callconv.py:542(call_function)
       83    0.002    0.000    0.009    0.000 context.py:578(resolve_overload)
       97    0.000    0.000    0.009    0.000 __init__.py:2513(parse_group)
        2    0.000    0.000    0.009    0.004 untyped_passes.py:1499(run_pass)
    27/21    0.000    0.000    0.009    0.000 ir_utils.py:832(copy_propagate)
        2    0.000    0.000    0.009    0.004 ir_utils.py:2091(check_and_legalize_ir)
      170    0.000    0.000    0.009    0.000 base.py:53(_find)
       96    0.002    0.000    0.009    0.000 numpy_support.py:349(ufunc_find_matching_loop)
      275    0.000    0.000    0.009    0.000 base.py:513(get_constant_generic)
     7600    0.002    0.000    0.009    0.000 templates.py:1178(new_registrations)
        1    0.000    0.000    0.009    0.009 config.py:73(__init__)
        1    0.000    0.000    0.009    0.009 config.py:76(reset)
27045/24048    0.006    0.000    0.008    0.000 {built-in method builtins.hash}
     1033    0.004    0.000    0.008    0.000 functools.py:37(update_wrapper)
        1    0.000    0.000    0.008    0.008 initfini.py:6(initialize)
        1    0.000    0.000    0.008    0.008 parfor.py:3173(lower_parfor_sequential)
       52    0.000    0.000    0.008    0.000 analysis.py:60(compute_live_map)
        1    0.000    0.000    0.008    0.008 npyio.py:1(<module>)
       18    0.000    0.000    0.008    0.000 callwrapper.py:38(cleanup_arg)
      735    0.001    0.000    0.008    0.000 instructions.py:515(<listcomp>)
      104    0.000    0.000    0.008    0.000 analysis.py:71(fix_point)
     1033    0.001    0.000    0.008    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      312    0.000    0.000    0.008    0.000 nrtopt.py:74(_process_basic_block)
      808    0.004    0.000    0.008    0.000 version.py:305(__str__)
      286    0.002    0.000    0.008    0.000 overrides.py:72(verify_matching_signatures)
      567    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
        1    0.000    0.000    0.008    0.008 __init__.py:72(<module>)
        1    0.000    0.000    0.008    0.008 config.py:111(process_environ)
        2    0.000    0.000    0.008    0.004 parfor.py:2204(run)
        1    0.008    0.008    0.008    0.008 context.py:129(BaseContext)
       13    0.000    0.000    0.008    0.001 arrayobj.py:179(populate_array)
      614    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.008    0.008 defmatrix.py:1(<module>)
       85    0.001    0.000    0.008    0.000 values.py:593(__init__)
       59    0.000    0.000    0.008    0.000 config.py:112(_readenv)
        1    0.000    0.000    0.008    0.008 hashing.py:3(<module>)
       10    0.000    0.000    0.008    0.001 module.py:56(__str__)
      170    0.001    0.000    0.008    0.000 base.py:60(_select_compatible)
    13449    0.008    0.000    0.008    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.008    0.008 config.py:280(avx_default)
        1    0.000    0.000    0.008    0.008 compiler.py:217(run_frontend)
  490/380    0.003    0.000    0.008    0.000 array_analysis.py:947(_insert)
      173    0.001    0.000    0.008    0.000 context.py:360(resolve_value_type)
     2625    0.002    0.000    0.008    0.000 {built-in method builtins.any}
45707/44373    0.007    0.000    0.007    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.007    0.007 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.007    0.007 __init__.py:71(<module>)
        7    0.000    0.000    0.007    0.001 pyparsing.py:1608(parseString)
     1682    0.007    0.000    0.007    0.000 {built-in method _abc._abc_init}
      100    0.000    0.000    0.007    0.000 context.py:8(get_global_context)
        1    0.000    0.000    0.007    0.007 config.py:45(_os_supports_avx)
      829    0.001    0.000    0.007    0.000 base.py:107(_match_arglist)
     1446    0.003    0.000    0.007    0.000 instructions.py:638(descr)
        2    0.000    0.000    0.007    0.004 inline_closurecall.py:69(run)
      143    0.001    0.000    0.007    0.000 sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.007    0.007 defchararray.py:17(<module>)
      127    0.000    0.000    0.007    0.000 instructions.py:138(descr)
        3    0.000    0.000    0.007    0.002 platform.py:1121(machine)
        3    0.000    0.000    0.007    0.002 platform.py:946(uname)
     1753    0.002    0.000    0.007    0.000 ir_utils.py:817(is_immutable_type)
      253    0.001    0.000    0.007    0.000 __init__.py:2484(parse)
        1    0.000    0.000    0.007    0.007 platform.py:803(_syscmd_uname)
       16    0.000    0.000    0.007    0.000 module.py:160(link_in)
     1023    0.000    0.000    0.007    0.000 ir_utils.py:324(replace_vars_inner)
        1    0.000    0.000    0.007    0.007 initfini.py:32(initialize_native_target)
4246/2400    0.001    0.000    0.007    0.000 abc.py:141(__subclasscheck__)
      127    0.004    0.000    0.007    0.000 instructions.py:112(_descr)
        1    0.000    0.000    0.007    0.007 <__array_function__ internals>:2(sum)
     2032    0.002    0.000    0.007    0.000 castgraph.py:39(insert)
      568    0.000    0.000    0.007    0.000 templates.py:592(generic)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:2105(sum)
    15560    0.007    0.000    0.007    0.000 sre_parse.py:233(__next)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:70(_wrapreduction)
    29221    0.005    0.000    0.007    0.000 {method 'add' of 'set' objects}
     6197    0.005    0.000    0.007    0.000 builder.py:338(_insert)
        1    0.007    0.007    0.007    0.007 {method 'reduce' of 'numpy.ufunc' objects}
      790    0.001    0.000    0.007    0.000 __init__.py:1598(_has)
        1    0.000    0.000    0.007    0.007 inline_closurecall.py:1(<module>)
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
      793    0.001    0.000    0.007    0.000 genericpath.py:16(exists)
      324    0.001    0.000    0.007    0.000 containers.py:256(__unliteral__)
        2    0.000    0.000    0.007    0.003 typed_passes.py:167(run_pass)
        1    0.000    0.000    0.007    0.007 targets.py:219(create_target_machine)
        2    0.000    0.000    0.007    0.003 npdatetime.py:3(<module>)
      196    0.002    0.000    0.007    0.000 inspect.py:2117(_signature_from_function)
     1604    0.006    0.000    0.007    0.000 version.py:474(_cmpkey)
        1    0.000    0.000    0.007    0.007 linalg.py:10(<module>)
     4020    0.007    0.000    0.007    0.000 {method 'search' of 're.Pattern' objects}
     5800    0.002    0.000    0.007    0.000 version.py:74(__lt__)
        1    0.000    0.000    0.006    0.006 reader.py:18(<module>)
        1    0.000    0.000    0.006    0.006 untyped_passes.py:79(run_pass)
        1    0.000    0.000    0.006    0.006 reader.py:45(Reader)
       85    0.000    0.000    0.006    0.000 values.py:631(descr_prototype)
       12    0.000    0.000    0.006    0.001 slicing.py:151(slice_constructor_impl)
        8    0.000    0.000    0.006    0.001 typeconv.py:99(promote_unsafe)
      568    0.002    0.000    0.006    0.000 templates.py:669(_get_impl)
      465    0.002    0.000    0.006    0.000 context.py:528(_rate_arguments)
     1710    0.002    0.000    0.006    0.000 contextlib.py:237(helper)
      332    0.001    0.000    0.006    0.000 lowering.py:1255(loadvar)
        1    0.000    0.000    0.006    0.006 secrets.py:7(<module>)
        4    0.000    0.000    0.006    0.002 arrayobj.py:427(getitem_arraynd_intp)
     2338    0.001    0.000    0.006    0.000 __init__.py:2045(<genexpr>)
    11842    0.003    0.000    0.006    0.000 {built-in method builtins.issubclass}
      2/1    0.000    0.000    0.006    0.006 parfor.py:3273(get_parfor_params)
        1    0.000    0.000    0.006    0.006 header.py:5(<module>)
     1596    0.002    0.000    0.006    0.000 posixpath.py:121(splitext)
        1    0.000    0.000    0.006    0.006 _datasource.py:36(<module>)
      259    0.000    0.000    0.006    0.000 array_analysis.py:308(insert_equiv)
    35508    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
      251    0.002    0.000    0.006    0.000 builder.py:952(insert_value)
        1    0.000    0.000    0.006    0.006 nrt.py:1(<module>)
     8210    0.004    0.000    0.006    0.000 sre_parse.py:164(__getitem__)
        2    0.000    0.000    0.006    0.003 parfor.py:1869(run)
      955    0.002    0.000    0.006    0.000 instructions.py:398(descr)
4246/2400    0.006    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
     1181    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
2960/2956    0.003    0.000    0.006    0.000 values.py:130(_get_reference)
      176    0.001    0.000    0.006    0.000 typeof.py:23(typeof)
